0.14954,7.1362,0.34269,3.8837,0.83333,2.8041,3.0821,0.66251
1.1928,4.8415,0.56754,4.6757,1.7884,0.89591,0.036062,0.29101
3.1506,1.2096,7.8797,6.3895,2.1001,1.2694,0.38964,0.6415
1.4521,1.255,9.5592,9.9154,0.65361,0.93769,1.1659,0.24483
8.6859,3.9263,6.5451,1.0797,0.83405,1.1271,1.3794,1.9208
8.8237,8.4593,3.4237,4.8692,1.9699,2.1528,0.55942,2.2027
8.2191,0.18476,9.9662,6.4984,1.3421,1.0723,0.29612,0.64758
8.1312,2.6571,9.6993,8.8181,0.60541,0.7397,0.92814,1.537
3.5148,7.8071,1.6887,3.3456,0.81668,0.92636,0.6414,1.571
7.2072,0.72883,4.1657,9.9685,0.30659,0.3615,2.3149,0.69017
4.9499,0.40942,6.4457,2.8538,2.1416,1.5185,0.89659,1.6553
5.5296,0.49984,7.3183,5.0666,0.85524,0.62129,0.34083,1.7981
7.6302,0.89374,4.7452,9.4549,0.41911,1.2802,1.2639,2.7035
3.079,4.8281,7.1176,9.6938,1.3332,1.6237,1.0557,1.9272
8.5103,3.8532,6.3158,7.5548,1.0112,2.1508,1.5667,1.7054
2.2273,7.2659,4.6292,7.0269,0.57623,1.4933,2.7549,0.73441
1.0124,0.48451,8.9919,3.2158,1.0248,1.2245,1.6255,1.8428
2.0428,5.2978,8.3381,8.9931,2.9791,1.7052,1.8531,1.244
0.079384,2.048,8.4866,9.6695,1.8839,0.83684,0.58996,2.4184
2.9244,4.938,1.3776,4.4063,0.52224,0.33069,0.34175,0.835
1.4404,7.4096,8.8824,0.3535,1.4371,1.1303,0.51963,1.1195
8.0692,1.5727,0.8986,1.7899,3.3509,2.2243,2.4716,0.51087
9.1639,6.5102,5.707,3.5449,0.9521,0.46997,0.77892,0.37183
8.4907,6.5688,9.8573,6.1349,0.27256,0.70648,0.79357,1.4744
0.10456,5.7303,5.7432,2.8315,1.4714,0.53704,3.0652,1.5402
5.9853,5.1593,6.3102,9.533,1.0982,0.47273,0.73892,1.6807
5.4527,8.6128,5.5623,5.1928,0.72374,3.0753,2.679,1.6539
8.2613,1.1518,3.3839,0.3753,2.2449,2.4063,0.92478,0.51205
9.928,6.8406,7.6751,6.0563,0.92579,1.4809,0.94119,3.0629
6.1255,1.6728,9.034,9.7782,1.1437,1.2123,0.49812,1.4241
5.4893,3.0642,4.2958,6.6338,1.1531,1.4704,0.65295,1.2229
5.7148,1.6259,9.5747,7.2594,0.9374,1.5085,2.9097,0.85424
8.6211,6.1056,8.8491,2.8517,1.191,1.3541,1.2375,1.9557
4.6216,5.4331,8.5688,4.2737,1.5146,1.5759,1.6951,0.60954
6.8151,1.1225,3.0681,7.535,1.7385,0.57348,1.9418,0.99772
6.9657,2.6695,0.76249,5.9848,0.91927,1.2868,0.99875,0.20814
7.4289,0.58439,7.3625,5.324,0.93145,0.30791,1.7715,1.3246
3.0314,3.1818,4.3719,6.394,0.48592,1.737,1.5307,0.89513
1.5111,8.621,2.7423,6.7628,1.8335,1.1252,0.50445,1.6266
4.1534,7.7876,3.7633,9.1673,0.66674,2.145,0.71226,0.503
8.3285,1.9203,5.4997,1.5668,0.41844,1.8251,1.9135,1.4075
4.6889,5.7707,1.8659,9.0707,0.77891,1.6211,1.1083,1.2033
6.8479,9.1712,6.7218,4.5164,1.5386,0.17017,2.2155,1.4357
4.4906,8.1744,9.0962,3.5098,1.5457,0.85896,1.5289,0.70298
5.0118,1.9784,0.73962,1.8063,1.0563,1.7531,1.6131,1.2013
6.6829,4.7315,7.4885,4.7478,1.3098,0.36384,0.50357,0.58197
9.5142,6.7526,2.5757,6.1509,1.8154,1.1854,0.77407,0.87951
3.7715,2.4586,4.2825,5.3727,0.57185,1.3182,2.1867,1.2274
1.376,5.3909,3.2451,6.1081,0.33162,1.9314,1.3789,0.87428
5.8397,7.2169,9.5173,4.3971,1.1995,1.0975,1.1233,2.264
0.44431,2.01,2.1291,7.8108,0.62606,0.38162,0.15972,0.66813
1.3954,5.0968,8.9759,5.2441,0.72159,0.74205,0.88541,1.2307
3.3389,3.5044,1.5169,5.1349,2.705,0.16898,1.4249,0.14996
6.3213,2.0657,8.3933,2.9308,0.80766,0.12794,0.7772,0.54011
4.758,3.1504,0.46305,3.7436,0.99806,0.60762,0.60547,1.4936
8.5627,3.3702,8.4596,3.5282,1.2084,1.454,1.5781,1.5169
2.6838,7.4459,7.1917,6.8016,1.7105,1.777,1.3163,1.0869
7.955,6.7039,2.5407,4.4947,0.27631,1.6235,1.1685,0.89461
7.9648,7.1223,5.5431,1.843,2.4584,0.84827,1.6535,0.26459
8.4912,6.8185,9.0478,7.1623,2.0702,0.67815,1.5891,1.6514
7.6005,5.5795,6.3655,0.039999,1.2465,1.7317,1.3452,2.0728
3.5598,1.2401,7.0118,2.499,0.73705,2.0401,1.2982,1.0551
6.0651,0.12561,8.77,0.16808,0.55589,1.0089,0.64811,0.44101
2.5935,4.4825,7.4405,2.1027,1.6524,1.3631,2.1481,1.0137
2.4766,8.6708,0.97322,2.9401,1.8654,0.79744,0.61827,0.31713
6.5405,3.0215,7.3058,6.8404,0.94372,0.58854,0.44066,1.163
4.1124,7.2283,9.5678,8.149,1.3235,2.4026,1.3734,0.99911
4.3858,2.3517,4.968,1.6584,1.3236,1.9899,0.85532,1.1618
2.6735,8.9498,1.1686,2.3049,1.9415,1.0459,3.0459,0.45026
6.6892,0.95132,0.67713,5.8198,1.5506,1.7052,1.4794,0.8168
7.5482,7.8601,7.2044,5.2478,0.68948,1.2228,1.4072,0.48002
9.5785,4.6051,9.6736,8.879,1.7752,1.2894,1.4001,1.0954
6.9041,4.2333,2.4237,1.1363,0.43688,1.0793,0.98475,1.1655
0.91003,9.3937,8.8541,3.4644,2.6877,0.52156,2.5843,1.5993
2.9515,4.9278,9.3016,4.1966,0.96969,1.9265,1.8637,0.41328
4.6807,7.2986,0.38057,2.3736,0.72788,0.41582,0.2632,1.8183
5.6623,4.082,2.34,8.1591,0.62657,1.7913,1.8997,1.5946
0.79128,4.2518,7.1047,5.5708,1.6301,0.69778,1.5293,2.1289
6.0817,8.1193,9.2424,8.9044,0.17445,1.4204,2.029,0.41631
3.7454,3.1659,3.4432,3.4572,1.0425,0.11279,0.6983,1.0203
5.3046,8.2624,1.6056,4.0719,0.35793,1.5809,0.67792,2.9756
7.7332,9.4608,5.4501,0.78109,0.74442,2.3843,1.8964,2.3015
2.7029,2.2921,4.248,9.7561,1.0851,0.76454,0.58636,1.7071
8.6706,8.4025,5.8071,9.6046,0.90918,1.2921,0.67051,1.6457
2.436,1.7143,6.1023,7.7568,0.38181,1.31,1.5312,1.2298
8.9813,9.8068,2.8572,8.3404,0.25008,0.13501,0.94897,0.99213
1.6316,9.1105,0.41258,2.025,1.4337,1.5527,2.4699,1.6786
9.1149,9.5739,7.3986,2.529,1.2454,1.0495,0.25218,3.4954
0.22815,8.2285,0.52181,3.1987,2.103,0.78917,1.8094,1.0878
3.295,5.7674,5.6794,5.3743,1.616,1.9841,0.55615,0.65822
1.1026,5.6049,3.0353,9.2964,2.3589,0.1886,1.9338,2.8256
9.13,1.2159,2.4471,5.7123,1.1301,0.44229,1.9217,1.2011
6.1561,1.6644,8.3704,0.6908,1.2952,1.5912,0.96772,0.63014
0.47533,7.2783,7.595,6.1587,1.3033,0.54486,0.8034,0.94579
2.0492,0.68722,7.2136,2.1417,0.85579,1.3703,1.5277,1.8163
8.0731,9.2049,8.1556,3.1659,1.8812,2.3795,0.88242,1.4208
7.8594,5.5862,7.6465,1.2235,0.84321,1.8417,1.2873,0.34791
